Date,Open,High,Low,Close,Adj Close,Volume
2015-05-15,185.440002,186.619995,184.419998,185.610001,150.955536,1262000
2015-05-18,184.570007,185.479996,183.779999,184.779999,150.280533,916100
2015-05-19,183.990005,186.449997,183.220001,184.029999,149.670532,1117700
2015-05-20,185.199997,185.789993,183.509995,183.589996,149.312714,1175000
2015-05-21,184.210007,185.320007,183.050003,183.539993,149.272034,1605100
2015-05-22,182.860001,185.070007,182.210007,183.619995,149.337082,821200
2015-05-26,183.440002,183.570007,181.619995,182.080002,148.084610,971500
2015-05-27,182.979996,184.699997,181.779999,184.139999,149.759979,1223500
2015-05-28,183.539993,184.750000,182.919998,183.820007,149.499756,966800
2015-05-29,184.130005,184.570007,180.759995,181.399994,147.531570,2486800
2015-06-01,181.639999,184.080002,180.000000,183.389999,149.150040,1136700
2015-06-02,183.250000,183.649994,181.080002,182.149994,148.141571,980800
2015-06-03,182.199997,182.210007,178.449997,178.929993,145.522736,1113000
2015-06-04,178.490005,180.039993,178.000000,179.029999,145.604095,1256100
2015-06-05,177.240005,178.710007,175.429993,176.610001,143.635925,1487700
2015-06-08,176.589996,176.589996,175.330002,175.610001,142.822617,1607700
2015-06-09,175.839996,176.149994,174.210007,174.580002,141.984924,1503100
2015-06-10,175.020004,177.990005,174.720001,176.350006,143.424423,1373900
2015-06-11,177.050003,177.729996,176.199997,177.250000,144.156418,926400
2015-06-12,176.869995,178.039993,176.429993,176.869995,143.847336,1064400
2015-06-15,176.369995,176.800003,175.009995,175.800003,142.977142,1486100
2015-06-16,175.929993,178.029999,175.850006,177.259995,144.164551,1113100
2015-06-17,177.320007,179.970001,176.589996,179.570007,146.043274,1305300
2015-06-18,180.000000,182.830002,179.600006,181.889999,147.930069,1039000
2015-06-19,181.630005,183.389999,179.470001,179.479996,145.970062,2610000
2015-06-22,179.910004,180.770004,176.419998,176.529999,143.570831,1562500
2015-06-23,176.869995,176.970001,174.500000,175.240005,142.521729,898100
2015-06-24,175.539993,176.490005,173.850006,173.899994,141.431885,1502100
2015-06-25,174.039993,174.429993,172.330002,172.360001,140.179398,1390200
2015-06-26,172.669998,174.419998,171.699997,173.910004,141.440018,2714700
2015-06-29,173.710007,175.389999,170.990005,171.000000,139.073318,1223300
2015-06-30,172.330002,174.800003,171.330002,173.020004,140.716171,2167300
2015-07-01,171.869995,174.800003,171.869995,174.759995,142.131317,1638600
2015-07-02,176.020004,179.110001,174.419998,174.720001,142.098801,1046800
2015-07-06,173.860001,175.850006,173.860001,175.779999,142.960892,1242100
2015-07-07,176.449997,179.110001,176.300003,178.720001,145.351944,1520100
2015-07-08,177.279999,178.600006,176.899994,178.339996,145.042892,1201700
2015-07-09,179.160004,179.919998,177.470001,178.119995,144.863983,1364100
2015-07-10,179.190002,180.389999,178.309998,178.839996,145.449539,1044400
2015-07-13,180.039993,181.380005,178.279999,179.309998,145.831757,1022700
2015-07-14,179.529999,180.539993,178.380005,179.990005,146.384857,856600
2015-07-15,179.660004,181.630005,178.470001,181.410004,147.539719,1234600
2015-07-16,182.220001,183.899994,181.940002,183.429993,149.182556,1140600
2015-07-17,182.820007,183.380005,182.050003,183.059998,148.881653,1020500
2015-07-20,183.279999,183.449997,181.690002,182.929993,148.775909,666000
2015-07-21,183.029999,183.320007,181.619995,181.759995,147.824371,889700
2015-07-22,181.990005,183.100006,181.660004,182.380005,148.328613,1142300
2015-07-23,182.229996,182.399994,179.350006,181.380005,147.515350,1143800
2015-07-24,183.509995,200.229996,182.070007,184.649994,150.174774,1299400
2015-07-27,184.759995,186.940002,184.570007,185.770004,151.085648,1591100
2015-07-28,186.330002,187.460007,185.399994,186.360001,151.565552,1133500
2015-07-29,186.490005,187.059998,185.270004,186.470001,151.655029,890900
2015-07-30,185.789993,187.000000,184.619995,186.139999,151.386627,646900
2015-07-31,188.089996,189.050003,186.639999,187.220001,152.264908,1467100
2015-08-03,187.149994,188.720001,186.779999,188.389999,153.216507,771700
2015-08-04,188.610001,190.470001,187.770004,188.550003,153.346649,1283700
2015-08-05,189.210007,189.800003,188.100006,188.699997,153.468597,1377300
2015-08-06,188.490005,190.289993,186.960007,189.899994,154.444580,1390500
2015-08-07,189.979996,192.210007,188.440002,191.690002,155.900345,1001600
2015-08-10,192.750000,193.199997,188.410004,189.160004,153.842712,1619100
2015-08-11,189.160004,192.309998,188.630005,191.550003,155.786530,1362500
2015-08-12,191.169998,192.169998,189.789993,192.020004,156.168762,1123900
2015-08-13,189.070007,192.029999,188.690002,190.750000,156.398331,792400
2015-08-14,190.690002,192.830002,189.320007,191.679993,157.160858,683800
2015-08-17,191.820007,193.679993,190.500000,193.539993,158.685898,868400
2015-08-18,193.100006,195.169998,192.779999,194.779999,159.702591,1215900
2015-08-19,193.639999,194.350006,192.070007,193.190002,158.398926,928000
2015-08-20,192.389999,193.860001,191.000000,192.210007,157.595444,1337700
2015-08-21,192.240005,193.539993,189.949997,189.970001,155.758835,1993800
2015-08-24,183.770004,186.460007,181.399994,182.070007,149.281479,2744800
2015-08-25,191.690002,191.690002,176.880005,177.089996,145.198334,2181300
2015-08-26,180.000000,182.490005,177.910004,181.970001,149.199493,1988100
2015-08-27,183.490005,186.919998,181.449997,185.729996,152.282379,1467900
2015-08-28,185.270004,185.389999,182.000000,184.320007,151.126312,1447900
2015-08-31,184.169998,186.210007,179.009995,179.320007,147.026764,3230500
2015-09-01,176.639999,177.910004,173.089996,175.009995,143.492935,1821800
2015-09-02,177.199997,178.580002,175.580002,177.130005,145.231125,1113600
2015-09-03,177.779999,179.149994,177.070007,177.919998,145.878845,1126300
2015-09-04,175.910004,176.979996,173.789993,174.919998,143.419128,1162600
2015-09-08,177.179993,178.100006,175.740005,177.539993,145.567276,1276800
2015-09-09,178.869995,179.029999,174.240005,174.600006,143.156754,960400
2015-09-10,174.449997,176.630005,174.119995,175.059998,143.533920,1011700
2015-09-11,174.899994,179.190002,174.139999,179.139999,146.879196,1213100
2015-09-14,179.529999,180.410004,177.869995,178.940002,146.715179,979200
2015-09-15,179.210007,181.770004,177.440002,181.080002,148.469818,974700
2015-09-16,180.899994,184.009995,180.770004,183.419998,150.388367,952300
2015-09-17,183.320007,188.300003,181.970001,184.880005,151.585449,1289900
