Date,Open,High,Low,Close,Adj Close,Volume
2015-05-15,101.230003,102.230003,101.199997,102.139999,87.793343,2939200
2015-05-18,101.839996,102.839996,101.739998,102.300003,87.930862,1952500
2015-05-19,101.550003,103.050003,101.220001,102.510002,88.111359,1529500
2015-05-20,102.529999,103.400002,102.250000,102.519997,88.119957,1971300
2015-05-21,102.500000,102.750000,101.870003,102.160004,87.810516,1340200
2015-05-22,102.070000,102.510002,101.519997,102.230003,87.870689,1381300
2015-05-26,102.230003,102.269997,100.400002,101.029999,86.839249,3435700
2015-05-27,100.500000,101.400002,100.309998,100.830002,87.332954,2126200
2015-05-28,100.750000,102.330002,100.750000,102.269997,88.580185,2620400
2015-05-29,102.139999,102.769997,101.449997,102.339996,88.640831,2798000
2015-06-01,102.550003,104.379997,102.440002,103.529999,89.671516,3136800
2015-06-02,102.790001,102.989998,101.620003,102.220001,88.536880,2409100
2015-06-03,101.720001,102.410004,99.980003,100.220001,86.804604,2854800
2015-06-04,99.860001,100.889999,99.750000,100.370003,86.934525,2217000
2015-06-05,99.309998,99.330002,98.540001,98.769997,85.548706,2406000
2015-06-08,98.680000,98.870003,98.110001,98.120003,84.985718,1832000
2015-06-09,98.129997,98.629997,98.070000,98.190002,85.046349,1443600
2015-06-10,98.769997,99.470001,98.699997,99.120003,85.851845,2707900
2015-06-11,99.620003,99.940002,99.129997,99.669998,86.328247,1450900
2015-06-12,99.180000,99.830002,99.010002,99.239998,85.955780,1180700
2015-06-15,98.489998,99.650002,98.489998,99.120003,85.851845,1531500
2015-06-16,99.129997,99.769997,98.589996,99.529999,86.206947,1259700
2015-06-17,99.489998,100.980003,99.089996,100.699997,87.220345,2127500
2015-06-18,100.790001,102.400002,100.639999,102.260002,88.571526,2169400
2015-06-19,102.239998,102.480003,100.959999,100.959999,87.445557,2101200
2015-06-22,101.470001,101.599998,100.540001,100.760002,87.272324,1245800
2015-06-23,100.599998,100.879997,99.220001,99.290001,85.999077,1699700
2015-06-24,99.410004,99.910004,98.529999,98.529999,85.340820,1579400
2015-06-25,98.849998,99.029999,97.860001,97.989998,84.873100,1479600
2015-06-26,97.900002,98.790001,97.230003,98.699997,85.488075,1727700
2015-06-29,97.709999,99.809998,97.709999,98.169998,85.028999,2010400
2015-06-30,98.580002,99.040001,97.809998,98.029999,84.907753,2700200
2015-07-01,98.410004,98.790001,97.919998,98.430000,85.254204,1894600
2015-07-02,98.970001,100.570000,98.949997,100.220001,86.804604,2219500
2015-07-06,100.019997,100.860001,99.339996,100.459999,87.012489,1719200
2015-07-07,100.250000,103.699997,100.250000,102.879997,89.108528,3093900
2015-07-08,102.400002,102.910004,101.949997,101.949997,88.303009,2709600
2015-07-09,102.260002,102.820000,100.820000,101.180000,87.636093,2823600
2015-07-10,101.150002,102.279999,100.540001,101.639999,88.034515,1508900
2015-07-13,102.010002,102.410004,101.320000,101.970001,88.320335,1421300
2015-07-14,101.959999,102.540001,101.629997,101.989998,88.337669,1232200
2015-07-15,102.040001,102.779999,101.419998,102.769997,89.013229,1259300
2015-07-16,102.800003,104.930000,102.709999,104.430000,90.451042,2477900
2015-07-17,104.430000,104.510002,103.489998,103.650002,89.775459,1568800
2015-07-20,103.730003,103.980003,102.699997,103.150002,89.342400,2248600
2015-07-21,103.139999,103.480003,101.779999,102.129997,88.458916,2160800
2015-07-22,102.180000,103.419998,102.139999,102.800003,89.039238,2095100
2015-07-23,102.800003,102.849998,101.220001,102.070000,88.406960,1947500
2015-07-24,101.830002,102.820000,101.769997,102.279999,88.588852,1058000
2015-07-27,102.440002,103.879997,102.410004,103.500000,89.645554,1455800
2015-07-28,103.449997,104.260002,103.019997,104.089996,90.156555,2808400
2015-07-29,103.739998,104.680000,103.050003,104.589996,90.589630,2087200
2015-07-30,104.220001,105.300003,103.949997,104.889999,90.849472,1752300
2015-07-31,105.699997,106.320000,105.059998,105.199997,91.117981,2546500
2015-08-03,108.480003,109.309998,106.559998,107.709999,93.291992,4567400
2015-08-04,107.720001,107.980003,106.379997,106.540001,92.278603,3183700
2015-08-05,106.919998,107.139999,105.940002,105.959999,91.776253,1889400
2015-08-06,106.250000,106.330002,105.290001,105.750000,91.594345,2945900
